actions,cooperation_rate,payoffs,round
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",600
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",601
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",602
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",603
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",604
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",605
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",606
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",607
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",608
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",609
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",610
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",611
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",612
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",613
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",614
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",615
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",616
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",617
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",618
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",619
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",620
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",621
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",622
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",623
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",624
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",625
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",626
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",627
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",628
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",629
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",630
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",631
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",632
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",633
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",634
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",635
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",636
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",637
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",638
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",639
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",640
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",641
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",642
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",643
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",644
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",645
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",646
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",647
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",648
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",649
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",650
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",651
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",652
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",653
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",654
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",655
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",656
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",657
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",658
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",659
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",660
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",661
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",662
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",663
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",664
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",665
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",666
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",667
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",668
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",669
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",670
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",671
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",672
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",673
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",674
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",675
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",676
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",677
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",678
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",679
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",680
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",681
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",682
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",683
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",684
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",685
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",686
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",687
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",688
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",689
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",690
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",691
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",692
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",693
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",694
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",695
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",696
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",697
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",698
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",699
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",700
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",701
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",702
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",703
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",704
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",705
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",706
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",707
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",708
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",709
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",710
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",711
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",712
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",713
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",714
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",715
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",716
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",717
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",718
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",719
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",720
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",721
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",722
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",723
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",724
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",725
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",726
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",727
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",728
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",729
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",730
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",731
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",732
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",733
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",734
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",735
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",736
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",737
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",738
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",739
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",740
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",741
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",742
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",743
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",744
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",745
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",746
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",747
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",748
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",749
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",750
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",751
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",752
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",753
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",754
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",755
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",756
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",757
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",758
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",759
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",760
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",761
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",762
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",763
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",764
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",765
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",766
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",767
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",768
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",769
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",770
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",771
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",772
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",773
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",774
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",775
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",776
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",777
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",778
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",779
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",780
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",781
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",782
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",783
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",784
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",785
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",786
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",787
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",788
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",789
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",790
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",791
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",792
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",793
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",794
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",795
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",796
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",797
