scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values
HysQ_Opt_NetworkRewiring_vs_TFT,5,0,hysteretic_q,269.55172413793224,"{'avg_cooperate': 1.473164695020444, 'avg_defect': 0.6677667036094259}","{'initial': {'cooperate': 0.025862068965517244, 'defect': 0.0}, (1.0,): {'cooperate': 4.388131124286715, 'defect': 2.581963680962488}, (0.8,): {'cooperate': 1.3506418960806217, 'defect': 0.0}, (0.6,): {'cooperate': 0.12802369074892242, 'defect': 0.08910313347521553}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,1,hysteretic_q,284.4827586206913,"{'avg_cooperate': 1.499321105588629, 'avg_defect': 0.580554750075386}","{'initial': {'cooperate': 0.025862068965517244, 'defect': 0.0}, (1.0,): {'cooperate': 5.032483188657397, 'defect': 2.2178831033951383}, (0.8,): {'cooperate': 0.8873443371453948, 'defect': 0.1043358969064061}, (0.6,): {'cooperate': 0.0515948275862069, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,2,hysteretic_q,217.93103448276,"{'avg_cooperate': 1.1446269559774829, 'avg_defect': 0.5142821748936315}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 3.5672588065546114, 'defect': 2.057128699574526}, (0.6,): {'cooperate': 0.03612931034482759, 'defect': 0.0}, (0.8,): {'cooperate': 0.9544300518380794, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,3,hysteretic_q,170.75862068965628,"{'avg_cooperate': 0.8908998850038091, 'avg_defect': 0.343622362926177}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (1.0,): {'cooperate': 2.905734787208895, 'defect': 1.297639547992574}, (0.8,): {'cooperate': 0.6010716493580653, 'defect': 0.0768499037121339}, (0.6,): {'cooperate': 0.04127586206896552, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,4,hysteretic_q,161.9655172413802,"{'avg_cooperate': 0.8795606578030862, 'avg_defect': 0.42307421683527835}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (1.0,): {'cooperate': 2.586284488081331, 'defect': 1.4030432947365514}, (0.8,): {'cooperate': 0.8600083174844624, 'defect': 0.28925357260456186}, (0.4,): {'cooperate': 0.05643258426724139, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,5,hysteretic_q,262.13793103448404,"{'avg_cooperate': 0.8166291596322754, 'avg_defect': 1.0080250180745973}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 3.4821841931679014, 'defect': 2.1669068311996367}, (0.8,): {'cooperate': 0.24598426481406416, 'defect': 2.8732182591733504}, (0.6,): {'cooperate': 0.26761256215570495, 'defect': 0.0}, (0.4,): {'cooperate': 0.0666751228512931, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,6,hysteretic_q,291.2413793103454,"{'avg_cooperate': 1.4168326794891994, 'avg_defect': 0.4904186522456043}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (1.0,): {'cooperate': 4.819524999366495, 'defect': 1.9616746089824173}, (0.8,): {'cooperate': 0.7651764082454754, 'defect': 0.0}, (0.6,): {'cooperate': 0.0515948275862069, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,7,hysteretic_q,247.27586206896757,"{'avg_cooperate': 1.054552366088864, 'avg_defect': 0.3297197811656945}","{'initial': {'cooperate': 0.025862068965517244, 'defect': 0.0}, (1.0,): {'cooperate': 3.9308239601304433, 'defect': 1.325737320629119}, (0.6,): {'cooperate': 0.025862068965517244, 'defect': 0.3228615851993534}, (0.8,): {'cooperate': 1.2643516634173255, 'defect': 0.0}, (0.4,): {'cooperate': 0.025862068965517244, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,8,hysteretic_q,308.6551724137948,"{'avg_cooperate': 1.530582583979923, 'avg_defect': 0.6074936370133585}","{'initial': {'cooperate': 0.025862068965517244, 'defect': 0.0}, (1.0,): {'cooperate': 5.340444957690634, 'defect': 2.3546760400140587}, (0.8,): {'cooperate': 0.7096008954704376, 'defect': 0.075298508039375}, (0.6,): {'cooperate': 0.046422413793103454, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,9,hysteretic_q,213.24137931034608,"{'avg_cooperate': 1.2057019340719837, 'avg_defect': 0.5075124765408593}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 3.4888414647259935, 'defect': 1.9507816563759615}, (0.8,): {'cooperate': 1.2823197198378034, 'defect': 0.07926824978747565}, (0.6,): {'cooperate': 0.03095689655172414, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,10,hysteretic_q,121.8275862068972,"{'avg_cooperate': 0.5369916230333233, 'avg_defect': 0.3427437844154332}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (1.0,): {'cooperate': 1.8608382885751047, 'defect': 1.164797722149443}, (0.8,): {'cooperate': 0.04631935344827587, 'defect': 0.20617741551228985}, (0.6,): {'cooperate': 0.2252916087306021, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,11,hysteretic_q,545.1034482758583,"{'avg_cooperate': 0.9814709753228742, 'avg_defect': 2.0595274652654694}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 4.7288105776704565, 'defect': 10.297637326327347}, (0.8,): {'cooperate': 0.06175913793103448, 'defect': 0.0}, (0.6,): {'cooperate': 0.03087956896551724, 'defect': 0.0}, (0.2,): {'cooperate': 0.06521593687494916, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,12,hysteretic_q,167.58620689655194,"{'avg_cooperate': 0.6976184110510577, 'avg_defect': 0.37306404840972507}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.4429216218595391, 'defect': 0.15651873194358043}, (0.8,): {'cooperate': 2.6489679327573454, 'defect': 1.708801510105045}, (0.6,): {'cooperate': 0.3242010801642662, 'defect': 0.0}, (0.4,): {'cooperate': 0.05131176530172414, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,13,hysteretic_q,244.17241379310553,"{'avg_cooperate': 1.3213704022635935, 'avg_defect': 0.3339485140686075}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (1.0,): {'cooperate': 3.987076203162281, 'defect': 1.33579405627443}, (0.8,): {'cooperate': 1.200490966236921, 'defect': 0.0}, (0.6,): {'cooperate': 0.06687995689655173, 'defect': 0.0}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,14,hysteretic_q,281.0344827586221,"{'avg_cooperate': 1.9428042423569636, 'avg_defect': 0.7887277703102572}","{'initial': {'cooperate': 0.025862068965517244, 'defect': 0.0}, (1.0,): {'cooperate': 4.996507004604001, 'defect': 2.253469079787428}, (0.8,): {'cooperate': 0.8060436535013732, 'defect': 0.11271423114334374}}"
HysQ_Opt_NetworkRewiring_vs_TFT,5,15,tit_for_tat,219.65517241379436,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,16,tit_for_tat,143.1379310344832,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,17,tit_for_tat,264.24137931034613,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,18,tit_for_tat,241.17241379310397,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,19,tit_for_tat,214.68965517241486,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,20,tit_for_tat,221.2413793103461,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,21,tit_for_tat,168.6551724137941,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,22,tit_for_tat,313.82758620689805,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,23,tit_for_tat,170.1379310344837,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,24,tit_for_tat,227.4137931034497,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,25,tit_for_tat,165.6551724137943,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,26,tit_for_tat,192.03448275862223,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,27,tit_for_tat,210.20689655172526,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,28,tit_for_tat,216.44827586207023,,
HysQ_Opt_NetworkRewiring_vs_TFT,5,29,tit_for_tat,213.06896551724253,,
